,file,bbox,class,size (cm)
5485,13_04_21-B.18,"[2712.7322502162556, 1148.1071339486782, 602.3323213867666, 1302.3400715492078]",Mullus barbatus,13.0216869474723
5486,13_04_21-B.18,"[2945.611619564534, 1384.2431064615532, 363.569959755976, 1201.9513513180798]",Mullus barbatus,10.1847209787713
5487,13_04_21-B.14,"[856, 324.31816873857, 803.3846989235969, 1478.68183126143]",Mullus barbatus,14.7866748792915
5488,13_04_21-B.14,"[634.8834114195452, 960.7928793572842, 1092.0, 1312.0]",Mullus barbatus,15.8046709290711
5489,13_04_21-B.14,"[1052.4423921556822, 1014.8955925988089, 812.6008470024194, 1546.0467394948214]",Mullus barbatus,14.8750511419932
5490,13_04_21-B.14,"[1720.5270132659298, 317, 520.684934541945, 1486.2194912627074]",Mullus barbatus,12.2806846425034
5491,13_04_21-B.14,"[2082.969029932007, 216, 509.03097006799317, 1452.471383029441]",Mullus barbatus,12.3969841500993
5492,13_04_21-B.14,"[1756, 1610.3837424596002, 1363.0620163049912, 991.0216350791145]",Mullus barbatus,19.1179190692452
5493,13_04_21-B.14,"[1938.7399041110061, 746, 959.9510328983338, 1232.4409800810115]",Mullus barbatus,13.9794299939539
5494,13_04_21-B.14,"[2994.624811090065, 59, 401.42171818378756, 1515]",Mullus barbatus,12.9608130177926
5495,13_04_21-B.14,"[2928.5048454830194, 965, 506.8960750985266, 1499.8397298485515]",Mullus barbatus,12.9521604039739
5496,13_04_21-B.11,"[527.4453219799593, 237.62734484128163, 1336.0, 286.00000000000006]",Mullus surmulentus,15.4862922362639
5497,13_04_21-B.11,"[458, 501, 380, 1319.9046605141575]",Mullus surmulentus,9.19497175253981
5498,13_04_21-B.11,"[712, 207.11777731330176, 819.0127449340757, 1151.8822226866982]",Mullus surmulentus,11.1026431468472
5499,13_04_21-B.11,"[1048, 284.2747188489997, 916, 924.7252811510002]",Mullus surmulentus,12.4378754711946
5500,13_04_21-B.11,"[1205, 265, 1202.2769156004902, 973.0124463702382]",Mullus surmulentus,15.3130558927641
5501,13_04_21-B.11,"[2094, 263, 1052.7157676077013, 609.3497487847837]",Mullus surmulentus,13.3182404628396
5502,13_04_21-B.11,"[1812.7065352988059, 545.2808053861528, 1107.2934647011941, 594.7191946138472]",Mullus surmulentus,14.4234000602682
5503,13_04_21-B.11,"[2191, 737, 830, 561.8940081038334]",Mullus surmulentus,10.5310146715243
5504,13_04_21-B.11,"[2406.431535257538, 867.8608252430486, 960.0109292498896, 620.511400977322]",Mullus surmulentus,12.2153970942472
5505,13_04_21-B.11,"[2628, 1078, 718.5057417290036, 860]",Mullus surmulentus,10.5088749117824
5506,13_04_21-B.11,"[3108.5158108831965, 1137, 331.48418911680346, 1305.9885124598732]",Mullus surmulentus,9.4999703776308
5507,13_04_21-B.11,"[2831.1864618951645, 1743.359785033478, 327.8135381048355, 926.6402149665221]",Mullus surmulentus,7.31961949032786
5508,13_04_21-B.11,"[1938.1521335929974, 1684.5082800675784, 929.0106674778226, 859.82897175934]",Mullus surmulentus,12.7771737662304
5509,13_04_21-B.11,"[1824.1060365736346, 1581.0426355243158, 637.604033900406, 1071.7174186836605]",Mullus surmulentus,9.66436984808884
5510,13_04_21-B.11,"[1292.1648738835786, 1993.0212189910717, 1100.3175990694774, 729.7015910310633]",Mullus surmulentus,13.6883340726075
5511,13_04_21-B.11,"[1846.947581753683, 1138, 995.0524182463171, 1110.794284247167]",Mullus surmulentus,14.0281761039786
5512,13_04_21-B.11,"[1547.5040289863523, 710.2575440778563, 336.43787320702245, 965.9022811427423]",Mullus surmulentus,6.93458500828698
5513,13_04_21-B.11,"[1178.1349601744341, 1070.5388501394937, 810.3105784594213, 1116.4611498605063]",Mullus surmulentus,12.0553205655305
5514,13_04_21-B.11,"[1132.0078001953395, 1186.8979733144752, 601.4280648632232, 1222.1020266855248]",Mullus surmulentus,11.0177394605758
5515,13_04_21-B.11,"[927, 1156, 249, 1040]",Mullus surmulentus,7.12032732506679
5516,13_04_21-B.11,"[536, 1327.3048407171364, 377.35503916368043, 1223.6951592828636]",Mullus surmulentus,9.07188915311149
5517,13_04_21-B.38,"[669, 129.03477223339848, 460, 1107.9652277666014]",Symphodus tinca H,9.99360258034669
5518,13_04_21-B.38,"[573.9538070164753, 862, 642.0461929835247, 1005]",Symphodus tinca H,10.9793870345889
5519,13_04_21-B.38,"[661.0227883587545, 1627.28174308235, 924.9772116412455, 800.71825691765]",Symphodus tinca H,12.7996278130216
5520,13_04_21-B.38,"[2663.913773701802, 2246, 947.0862262981982, 357.3447366678579]",Symphodus tinca H,12.2788482198057
5521,13_04_21-B.38,"[1725, 2206.9458540983783, 1034.597036594681, 312.0541459016217]",Symphodus tinca H,13.440963623691
5522,13_04_21-B.38,"[1219, 1854.3451100459997, 1075.6156465229424, 623.805419204748]",Symphodus tinca H,14.2774241848493
5523,13_04_21-B.38,"[1959, 837, 314, 1161.858053202492]",Symphodus tinca H,8.35612037713666
5524,13_04_21-B.38,"[2343.8642819905513, 318, 978.1357180094487, 902]",Symphodus tinca H,14.9446475963017
5525,13_04_21-B.38,"[1435.325181027907, 1045.1042761982023, 658.0, 1086.9097595233186]",Symphodus tinca H,10.8819793999807
5526,13_04_21-B.38,"[1244.1641579069164, 898.5236338951975, 776.0, 1121.9999389648438]",Symphodus tinca M,11.6135083726801
5527,13_04_21-B.38,"[1294, 299.4942532772478, 698.0634199440781, 1404.9661647954358]",Symphodus tinca H,13.1670470751358
5528,13_04_21-B.25,"[432.2479583225175, 103.33263432778767, 545.2361233792421, 2002.1785514254138]",Pagellus erythrinus,14.7274416714654
5529,13_04_21-B.25,"[476.3933443071537, 388.375750714406, 992.0000000000057, 1787.3587340451527]",Pagellus erythrinus,16.281773771465
5530,13_04_21-B.25,"[1034.961188788264, 1015.6270701898009, 571.3095563659354, 712.3755691228339]",Scorpaena porcus,8.01583325521166
5531,13_04_21-B.25,"[570.2980855492127, 2017.94564630124, 1338.2100339965186, 375.5575038740128]",Pagellus acarne,15.4652546825232
5532,13_04_21-B.25,"[1416.0416914335285, 2103.838343772371, 1934.966863975187, 557.1837095199953]",Pagellus erythrinus,24.0300809004116
5533,13_04_21-B.25,"[1992.427078628133, 1368.0861734300984, 634.0000000000002, 1131.9999389648438]",Serranus scriba,10.9764820529216
5534,13_04_21-B.25,"[2516.7606724240845, 957.8481564775732, 615.0046000149168, 1199.3988486272108]",Pagellus erythrinus,10.9596637430957
5535,13_04_21-B.25,"[1795.3867140453096, 534.0109614249297, 484.27151815333286, 1719.6579435186793]",Pagellus erythrinus,12.899576415967
5536,13_04_21-B.25,"[2203.5536826006964, 610.1761188820691, 388.7349601502942, 935.5993956159629]",Serranus scriba,6.59543729827116
5537,13_04_21-B.25,"[1353.607752780561, 247.79607128433685, 471.0940618770517, 1021.2528614117905]",Serranus scriba,9.45287373559656
5538,13_04_21-B.25,"[1779.983557420617, 845.9497082105173, 554.8511699260964, 454.46240829469036]",Scorpaena porcus,6.65067683393024
5539,13_04_21-B.16,"[321.374401578193, 298, 749.135938158803, 1365]",Mullus barbatus,14.2883799556772
5540,13_04_21-B.16,"[531.3627105714684, 577.2461292183207, 644.4947539627426, 1400.3913211385086]",Mullus barbatus,13.4355457028861
5541,13_04_21-B.16,"[205, 1535.421009752309, 1567.658915765723, 1113.7593346408905]",Mullus barbatus,20.1680176499362
5542,13_04_21-B.16,"[1261, 353.9457733481807, 432.4599666130839, 1182.5400130524642]",Mullus barbatus,9.61987744919523
5543,13_04_21-B.16,"[1486.346318346686, 280.7066979348773, 625.4882542469754, 1599.127874658784]",Mullus barbatus,15.5529262611556
5544,13_04_21-B.16,"[1608, 703, 772, 1403.3701984871532]",Mullus barbatus,8.96265628401775
5545,13_04_21-B.16,"[2072.648966526008, 1447.422910796287, 381.3510334739922, 1300.9971082294974]",Mullus barbatus,9.99357486975932
5546,13_04_21-B.16,"[2346.266941859599, 1052.5023116781065, 391.7330581404012, 1513.8728629525642]",Mullus barbatus,11.4726373135892
5547,13_04_21-B.16,"[2559.0617043844036, 1155, 596.0069042092146, 1299.8233321951875]",Mullus barbatus,11.9098666783797
5548,13_04_21-B.16,"[2599.5967186094103, 442, 316.1617030203861, 1149]",Mullus barbatus,10.6390537022471
5549,13_04_21-B.16,"[2831.104337964079, 305.4105210432944, 393.1681857688304, 1564.5894789567055]",Mullus barbatus,12.953455011742
5550,13_04_21-B.28,"[497, 812.4106608410992, 2017.042780013045, 988.3092207210876]",Symphodus tinca M,22.9482610429846
5551,13_04_21-B.28,"[548, 1348.9327512767902, 1062, 403.0672487232098]",Pagellus acarne,11.7042258606754
5552,13_04_21-B.28,"[510.9214945738842, 1737, 1315.2252038298343, 418]",Pagellus acarne,13.9585531628895
5553,13_04_21-B.28,"[911, 1804.8494739490118, 1188.150526050988, 697.1505260509882]",Pagellus acarne,12.6312088538677
5554,13_04_21-B.28,"[1282.6429709428062, 1790, 1039.3570290571938, 960]",Pagellus acarne,12.2352829058979
5555,13_04_21-B.28,"[1919, 1693, 877, 710.9727270086692]",Pagellus acarne,11.4668275405668
5556,13_04_21-B.28,"[1476, 1504, 1276.5512492852667, 341.13283051111944]",Pagellus acarne,14.3304563931631
5557,13_04_21-B.28,"[2603.497310880269, 292, 695.8054186285021, 1287]",Pagellus acarne,11.9215719178305
5558,13_04_21-B.28,"[3226.3941622224816, 291.0985405556204, 411.01625298232875, 1177.9014594443797]",Pagellus acarne,10.947004081588
5559,13_04_21-B.28,"[3279.873857201772, 1367, 284.2220587267034, 1130.4472109340581]",Pagellus acarne,8.32788680613434
5560,13_04_21-B.28,"[2966.7233710127116, 1418.5804938112415, 409.797899749738, 1342.4195061887585]",Pagellus acarne,10.373494635025
5561,13_04_21-B.8,"[496.8177089081486, 428, 328.0, 942.7210409819374]",Mullus surmulentus,6.72112719256354
5562,13_04_21-B.8,"[702, 239.6471492038857, 687.6733789393184, 938.3528507961144]",Mullus surmulentus,8.88348418202841
5563,13_04_21-B.8,"[763.8717566587047, 248.71523429609687, 919.1282433412953, 765.4202796001343]",Mullus surmulentus,11.469306481327
5564,13_04_21-B.8,"[1119.581167774792, 254.40583037941366, 1262.5344660216083, 913.9408107492809]",Mullus surmulentus,16.3045119128476
5565,13_04_21-B.8,"[1691.830838359664, 356.9776394145105, 911.1936541088239, 1088.0223605854894]",Mullus surmulentus,13.7209577673916
5566,13_04_21-B.8,"[2588, 342, 487.77711683551433, 1161]",Mullus surmulentus,10.2954458660229
5567,13_04_21-B.8,"[3023, 301.1802099363715, 467, 1364.8197900636285]",Mullus surmulentus,10.7905902072184
5568,13_04_21-B.8,"[2883.9619660182775, 731.7287654132373, 360.8567511010815, 1172.1060561142335]",Mullus surmulentus,9.90325165539683
5569,13_04_21-B.8,"[2444, 653, 472, 1220]",Mullus surmulentus,10.0603249146212
5570,13_04_21-B.8,"[2326, 1031, 591.8221278561855, 1352]",Mullus surmulentus,11.3563762290111
5571,13_04_21-B.8,"[2154.3502984356546, 1295.3381764110084, 310.0, 1047.999938964844]",Mullus surmulentus,7.53239190992348
5572,13_04_21-B.8,"[1884.5993056661282, 990.2619553004049, 426.5944310675154, 1396.738044699595]",Mullus surmulentus,8.87611718442129
5573,13_04_21-B.8,"[1683.3469140720351, 568.9235882666557, 473.366475825165, 1168.0764117333442]",Mullus surmulentus,9.72133428675614
5574,13_04_21-B.8,"[1333.2901066943023, 805.420621989566, 387.98883765003393, 1153.1135955299637]",Mullus surmulentus,8.18059174416648
5575,13_04_21-B.8,"[1066.6296073330686, 520.9893907558082, 534.5021050143828, 1201.9514341186373]",Mullus surmulentus,9.78358117748085
5576,13_04_21-B.8,"[409.2930526677194, 562.6848643215029, 916.0, 1263.5627138875093]",Mullus surmulentus,11.9062888499021
5577,13_04_21-B.8,"[437.36039744827895, 1240.0783817270872, 694.0, 1157.9999389648438]",Mullus surmulentus,9.65499343584232
5578,13_04_21-B.8,"[973.1870020973164, 1315.5106294296183, 347.29070782660403, 1324.0457407883705]",Mullus surmulentus,9.28866749002677
5579,13_04_21-B.8,"[1445.3093638953128, 1964.051990776545, 1242.0707840089945, 703.9480092234551]",Mullus surmulentus,15.3607972331769
5580,13_04_21-B.8,"[2785, 1597.0220203598922, 732.3400338553624, 1060.6289046653576]",Mullus surmulentus,11.0824848825452
5581,13_04_21-B.21,"[1001.7152675618172, 456.1414919573454, 2385.738037243209, 999.0077232024207]",Sphyraena sphyraena,31.013316996146
5582,13_04_21-B.21,"[35.81389305336921, 154.76807524596836, 3635.69959755976, 1725.6007045134384]",Sphyraena sphyraena,46.7377547333072
5583,13_04_21-B.21,"[460.75981845669327, 509.46148587529063, 3465.671000661948, 1531.8792921176857]",Sphyraena sphyraena,45.2378648607756
5584,13_04_21-B.21,"[141.1679589709646, 855.4183719691623, 3291.069705001222, 1663.6537543444847]",Sphyraena sphyraena,42.9948828507974
5585,13_04_21-B.21,"[186.27838846012642, 1144.9716866689805, 2638.785619325304, 1436.3426335786344]",Sphyraena sphyraena,32.8557840167783
5586,13_04_21-B.2,"[1548.3035643832898, 166.7565753609551, 1619.735975782993, 2061.243424639045]",Pagellus erythrinus,24.7033144924777
5587,13_04_21-B.2,"[733.4811042732019, 181.5625915390828, 1829.7810410664385, 2086.437408460917]",Pagellus erythrinus,26.9812030459176
5588,13_04_21-B.2,"[204.32812826870688, 318.07966401064465, 1773.671871731293, 2325.9203359893554]",Pagellus erythrinus,28.4988229096847
5589,13_04_21-B.27,"[2242.7912066071867, 831.3451119972652, 1232.0921618322877, 1403.39899288793]",Symphodus tinca H,11.0474085021046
5590,13_04_21-B.27,"[2343.5312505373504, 1409.9062501074702, 764.8425949890175, 923.3892909670806]",Pagellus acarne,10.1816804948789
5591,13_04_21-B.27,"[1752, 2294.4558634977757, 1258.5676872234403, 441.5441365022243]",Pagellus acarne,15.3066730203289
5592,13_04_21-B.27,"[1268.7927941084272, 1954.9631016032126, 1357.2072058915728, 463.03689839678736]",Pagellus acarne,16.3150847392904
5593,13_04_21-B.27,"[553.7444313920652, 2279.9153149036842, 1378.424938800566, 372.03597339974476]",Pagellus acarne,15.2954475557586
5594,13_04_21-B.27,"[688.0174594333422, 1127.241124792327, 414.98959046430525, 1174.758875207673]",Pagellus acarne,8.77135140573568
5595,13_04_21-B.27,"[1084.4270929371828, 937, 360.5729070628172, 1232.2672145052993]",Pagellus acarne,8.99193182509451
5596,13_04_21-B.27,"[1392, 962, 342, 1198]",Pagellus acarne,8.33019236044436
5597,13_04_21-B.27,"[1662, 912, 580.939894354321, 1222.5635860940488]",Pagellus acarne,10.9824483170604
5598,13_04_21-B.27,"[1972, 1046.382052776907, 675.023620635498, 1096.617947223093]",Pagellus acarne,10.9421347959064
5599,13_04_21-B.27,"[1514.8019083670263, 446.8220399170905, 1006.7713019697019, 919.1779600829095]",Pagellus acarne,12.5367241584495
5600,13_04_21-B.27,"[1516.735046650777, 207, 1087.1625453371353, 724]",Pagellus acarne,13.9254639024679
5601,13_04_21-B.27,"[2389.6998670371418, 188.59718318797803, 585.4584603498429, 960.8668705483137]",Pagellus acarne,9.36571085194648
5602,13_04_21-B.27,"[621, 208.40076502427289, 759.9777510807307, 1040.599234975727]",Pagellus acarne,10.6863494261934
5603,13_04_21-B.9,"[364.79439896614883, 413, 628.751381404, 1497]",Mullus surmulentus,10.7817949222988
5604,13_04_21-B.9,"[913.6720643632525, 734, 373.78428347233444, 1253]",Mullus surmulentus,9.96760030554654
5605,13_04_21-B.9,"[1169, 357.12348333521214, 735.0765098684142, 1106.8219436823279]",Mullus surmulentus,11.4915674879539
5606,13_04_21-B.9,"[1085, 597.3571709425407, 828.6130286268324, 1122.5284790472635]",Mullus surmulentus,12.4583378952832
5607,13_04_21-B.9,"[1291.9158376986538, 838, 624.0371438380255, 1096.4011173325719]",Mullus surmulentus,10.679629418364
5608,13_04_21-B.9,"[2044.6790923256092, 477.74676398842337, 1297.9794432136953, 288.25323601157663]",Mullus surmulentus,14.4756486823413
5609,13_04_21-B.9,"[1802.0115540919066, 609, 511.6198086582665, 1382.7869873121601]",Mullus surmulentus,11.2234688578691
5610,13_04_21-B.9,"[873.4210985510028, 1601.8923731395098, 820.0, 564.0]",Mullus surmulentus,10.8180870163334
5611,13_04_21-B.9,"[651.4210985510028, 1891.8923731395098, 986.0, 599.9999389648438]",Mullus surmulentus,13.6143944616604
5612,13_04_21-B.9,"[1604.9656238107425, 1165.7938997847657, 289.90403807818575, 1554.9397400651653]",Mullus surmulentus,9.73162319191392
5613,13_04_21-B.9,"[1901.2240006832972, 1201.2491847076622, 460.0, 1185.9999389648438]",Mullus surmulentus,9.88530220449334
5614,13_04_21-B.9,"[1992.8703487915814, 1392.890663947724, 588.0, 885.9999389648438]",Mullus surmulentus,9.02099775855231
5615,13_04_21-B.9,"[2114.855089369949, 1788.383821242426, 548.8160877465612, 908.2177364732077]",Mullus surmulentus,7.54641932510224
5616,13_04_21-B.9,"[2523, 2380, 983.599427672164, 357]",Mullus surmulentus,11.3368072093253
5617,13_04_21-B.9,"[2214.3074915491525, 2064, 1366.9642929208744, 705]",Mullus surmulentus,16.5851866262717
5618,13_04_21-B.9,"[2512.123644134283, 1276.1463571143695, 458.0, 1191.9999389648428]",Mullus surmulentus,9.36918696800601
5619,13_04_21-B.9,"[2230.1236441342835, 776.1463571143698, 737.9999999999995, 959.9999999999994]",Mullus surmulentus,10.2897716769334
5620,13_04_21-B.9,"[2516.438060665448, 614.8965569128334, 699.9999999999995, 1227.999938964843]",Mullus surmulentus,9.84365895674765
5621,13_04_21-B.9,"[2881.2922969660895, 956, 375.70770303391055, 1187.616413045183]",Mullus surmulentus,8.36167644828089
5622,13_04_21-B.9,"[3157, 697.5912501305643, 376.94647963440684, 1379.4087498694357]",Mullus surmulentus,10.0769920669594
5623,13_04_21-B.30,"[725.3383080313771, 703, 319.6616919686229, 1313]",Mullus surmulentus,9.45126338547971
5624,13_04_21-B.30,"[961, 20.077067958434995, 987.6613066019036, 1312.6691884283784]",Mullus surmulentus,13.9573479982091
5625,13_04_21-B.30,"[1323.1117102505777, 281.5933717894164, 801.8882897494223, 1026.9494344776078]",Mullus surmulentus,11.4282026017458
5626,13_04_21-B.30,"[911.3014453399579, 1078.823628889665, 938.5211959806635, 1101.6450499454122]",Mullus surmulentus,12.7655159087393
5627,13_04_21-B.30,"[926.3530892152693, 1530.1981976967863, 862.5456705917526, 1206.6700409242007]",Mullus surmulentus,12.6417946991094
5628,13_04_21-B.30,"[1470.628650450158, 762.3043387769626, 793.2738680312748, 1300.5221605222669]",Mullus surmulentus,12.960736443675
5629,13_04_21-B.30,"[1480, 1329, 800.0751001376402, 1189.3511600428774]",Mullus surmulentus,11.5675926170333
5630,13_04_21-B.30,"[2133.5646735417, 728.9871933455163, 263.6797645850438, 1188.7934467150453]",Mullus surmulentus,8.52219899403558
5631,13_04_21-B.30,"[2305.5941570703167, 1214, 439.40584292968333, 1326]",Mullus surmulentus,9.95849700049104
5632,13_04_21-B.30,"[2741, 1256.6855666913566, 395.9817371815757, 1177.3144333086434]",Mullus surmulentus,8.97746274826419
5633,13_04_21-B.30,"[3005.2187130517536, 1110, 583.3398608024977, 1188.352994983044]",Mullus surmulentus,11.2350059657231
5634,13_04_21-B.30,"[2291.057715890545, 433.2484800055715, 502.7792121324983, 1291.5838634176891]",Mullus surmulentus,10.3344337114796
5635,13_04_21-B.30,"[2445.738045197792, 425.8902172698229, 451.3840037811765, 1298.2875862461226]",Mullus surmulentus,10.8971282498898
5636,13_04_21-B.30,"[2997, 307, 314, 1302]",Mullus surmulentus,9.10762686367178
5637,13_04_21-B.23,"[2458.1647903377743, 294.0507798166448, 1074.799871614172, 2478.949220183355]",Pagellus erythrinus,22.8331542562916
